question,answer
What is the name of the dance academy where Pei Yu Meng practices?,Pei Yu Meng practices at the Beijing Dance Academy.
What gives Pei Yu's dancing a polished gleam?,"Pei Yu's slithery coordination and laser-sharp focus, on top of her strong classical foundation and clean balletic lines, give her dancing a polished gleam."
At what age did Pei Yu come to the Beijing Dance Academy?,Pei Yu came to the Beijing Dance Academy at age 10.
What type of program is Pei Yu in at the BDA?,Pei Yu is in her third year of BDA's professional program.
When was the Beijing Dance Academy founded and by whom?,The Beijing Dance Academy was founded in 1954 by the country's communist government.
What departments are offered at the Beijing Dance Academy?,"The Beijing Dance Academy offers four departments: ballet, classical Chinese dance, social dance, and musical theater."
What efforts has the school made to broaden ballet students' knowledge since 2011?,"Since 2011, the school has worked to broaden ballet students' knowledge of Chinese dance traditions and the works of Western contemporary ballet choreographers."
What does the ballet program consist of?,The ballet program comprises a lower division lasting seven years and a four-year professional bachelor program.
What are the age ranges of the students that audition in Beijing?,Hundreds of students ages 16 to 18 audition in Beijing every year.
"According to Zhirui (Regina) Zou, what is the ballet department looking to produce?",The ballet department aims to produce artists with the technical skills to excel in professional companies and the knowledge to work in all jobs in the field of dance.
Why does the school not host international students very often?,"The school does not host international students often because the academic entrance exam measures Chinese language proficiency, as most classes are taught in Chinese."
What method does the 8 am technique class follow and what are the main focuses?,"Following the Vaganova method, the 8 am technique classes are strict and focus on precise positions and placement."
What terms do teachers use to correct students at BDA?,"Teachers at BDA use the terms ""not good"" (bù haˇo) and ""better"" (gèng haˇo) to correct students."
"What subjects, besides ballet, are taught at BDA?","Besides ballet, subjects such as classical Chinese dance, character, contemporary, repertoire and pas de deux, dance history, anatomy, music appreciation and injury prevention are taught at BDA."
"According to Zou, how does Chinese dance complement ballet technique?","Zou explains that Chinese dance focuses on circular upper-body movements, a unique coordination that complements ballet technique."
Why is performance important for BDA students?,"Performance is crucial for BDA students because they don't typically audition internationally, making these performances their opportunity to be scouted by directors from Chinese companies."
What is a unique aspect of Chinese dance that complements ballet?,A unique aspect of Chinese dance that complements ballet is its focus on circular upper-body movements and unique coordination.
What do BDA students consider the campus to be?,"With little free time and all focus placed on their futures, BDA students consider the campus home until graduation."
"During the studio rehearsal for La Bayadère, Act II, what happens if there is an imperfection?",Any imperfection is pointed out by one of four coaches at the front of the room.
What is the level of dedication of dancers other than Pei Yu?,"Although Pei Yu sparkles in her variation, the other dancers are similarly strong and dedicated."
Why do students run the piece twice?,Students run the piece twice for stamina.
What did Pei Yu learn from Jorma Elo?,"Pei Yu learned Over Glow from Elo himself, and he showed them how to handle rhythm with the whole body."
What is Sun Jie's role at BDA?,Sun Jie is a coach and men's teacher at BDA since 2008.
How has introducing works from Western choreographers affected Chinese ballet dancers?,Introducing works from Western choreographers has broadened the overall abilities of Chinese ballet dancers and opened their eyes to new possibilities.
What is the typical age range of BDA graduates?,BDA graduates are typically between 20 and 22 years old.
What happens to students who do not receive company contracts from BDA?,Students who do not receive company contracts may accept teaching or dance-related positions at BDA and surrounding institutions.
Why doesn't BDA actively focus on competing?,"BDA does not actively focus on competing because it requires too much attention on individual students, whereas performances encourage the entire student body."
Can you name some BDA alumni who are members of American ballet companies?,"Wei Wang and Wanting Zhao are soloists with the San Francisco Ballet, and Zhiyao Zhang and Xuelan Lu are corps members of ABT."
What is Pei Yu's dream upon graduation?,Pei Yu dreams of securing a spot with the National Ballet of China.
What is the Bournonville style and how is it incorporated into BDA's ballet education?,"The Bournonville style is a Danish ballet style. Former Royal Danish Ballet artistic director Frank Andersen has been a guest teacher at the school since 2002 and became a professor in 2012, providing exposure to this style."
What Bournonville ballets have BDA students performed in?,"BDA students have performed in Bournonville ballets including Napoli's Act III, La Ventana and Conservatory."
What is one of the National Ballet of China's productions that some BDA dancers participated in?,Some BDA dancers danced in the National Ballet of China's 2015 production of La Sylphide.
Why has Bournonville found a second home in China?,Bournonville has found a second home in China thanks to almost 23 years of Andersen's work in Beijing.
How does Andersen teach Bournonville technique?,Andersen imparts Bournonville technique lessons through the repertoire and Danish mime.
"According to Andersen, what is the most important part of mime?","According to Andersen, the most important part of mime is making it believable."
Why does Andersen sometimes show rather than tell his students?,"Andersen shows rather than tells his students because showing can be more effective than telling, which he considers the beauty of Bournonville's honest work."
What are Isabella Boylston and James Whiteside's nicknames for each other?,"Isabella Boylston and James Whiteside call each other ""Cindies""."
What did Boylston and Whiteside discuss during their Facebook Live session?,"They discussed their love of food, the story behind the Cindy nickname, and the differences between contemporary and classical choreography."
What food items did Boylston and Whiteside mention they mutually love?,Boylston and Whiteside mentioned a mutual love for pasta and Japanese curry.
What was one of Boylston's worst Kennedy Center memories?,Boylston's worst Kennedy Center memory was when she fell onstage while doing fouettés at the end of La Bayadère's first act.
What is Boylston's dream choreography project involving Whiteside?,Boylston dreams of choreographing an avant-garde ballet on Whiteside to a Carly Rae Jepsen song.
"Besides imitating a unicorn, what did Whiteside do during the Facebook Live session?",Whiteside also talked about preparing for roles and created a new middle name for Boylston.
When will the Bolshoi premiere John Neumeier's Anna Karenina?,The Bolshoi will premiere John Neumeier's Anna Karenina on March 23.
Who stars in the Bolshoi's production of Anna Karenina?,Bolshoi star Svetlana Zakharova plays the title role in the Bolshoi's production of Anna Karenina.
What inspired John Neumeier to create the ballet Anna Karenina?,Neumeier's initial inspiration for the ballet came from Svetlana Zakharova while they were working together on his Lady of the Camellias.
What is the Richmond Ballet's New Works Festival?,Richmond Ballet's New Works Festival features pieces by four choreographers who have never worked with Richmond Ballet before.
What is unique about the choreographers' work at the Richmond Ballet's New Works Festival?,Each choreographer at the Richmond Ballet's New Works Festival only had 25 hours with the dancers to create a 10-15 minute ballet.
What event is Ballet Arizona holding?,"Ballet Arizona's spring season opens with Today's Masters 2018, March 22-25."
What does Andersen's 'Pelvis' feature?,Andersen's 'Pelvis' features dance moves and costumes from the 1950s and references to Elvis Presley.
Which company is honoring Jerome Robbins with a tribute in March?,San Francisco Ballet (SFB) is honoring Jerome Robbins with a tribute from March 20-25.
What four works is SFB presenting to celebrate Jerome Robbin's career?,"SFB is presenting 'Fancy Free', 'Opus 19/The Dreamer', 'The Cage' and 'Other Dances'."
Who are Reid Bartelme and Harriet Jung?,Reid Bartelme and Harriet Jung are a costume design duo known for creatively intersecting design and dance.
What did Reid and Harriet Designs create based on Justin Peck costumes?,They created a swimwear line based on Justin Peck costumes.
Who are some of the choreographers that collaborated with Reid and Harriet Designs for this week's show?,Lar Lubovitch and Pam Tanowitz are some of the choreographers that collaborated with Reid and Harriet Designs.
What is the name of The National Ballet of Canada's new ballet?,The National Ballet of Canada's new ballet is called Frame by Frame.
On whose life and work is the new ballet 'Frame by Frame' based?,The ballet is based on the life and work of filmmaker Norman McLaren.
What film techniques is Norman McLaren credited with advancing?,Norman McLaren is credited with advancing film techniques including animation and pixilation.
For what film did Norman McLaren win an Oscar?,Norman McLaren won an Oscar for his abstract short film Neighbours.
Who collaborated to create the ballet 'Frame by Frame'?,Guillaume Côté and Robert Lepage collaborated to create 'Frame by Frame'.
What inspired the idea for the ballet 'Frame by Frame'?,Guillaume Côté and Robert Lepage had wanted to work together for years.
What made the speaker realize that McLaren's work would be good for this project?,"After watching a McLaren documentary, the speaker realized it was all about movement and that McLaren was basically a choreographer himself."
What surprising fact did the speaker find out about McLaren's passion for dance during research?,"The speaker found out that McLaren met Guy Glover, his partner of 50 years, while watching a ballet at Covent Garden."
What kind of documentary did Robert work on?,Robert worked on a big McLaren documentary.
"Before starting the project, was the speaker familiar with McLaren's work?","No, the speaker was not familiar with McLaren's work before this project."
What resource did Robert Lepage have that aided in the research process?,Robert Lepage had just finished his documentary and had a deep understanding of Canadian culture.
What was Guy Glover's role in Canada?,Guy Glover was a curator of a dance festival in Canada.
From which organization did the speaker obtain footage of McLaren?,The speaker obtained footage of McLaren from the National Film Board of Canada.
What was the timeline of the project's development?,"The project had its first workshop four years ago, followed by five-day workshops once a year at Robert's studio, Ex Machina."
Where did the yearly workshops take place?,"The yearly workshops took place in Robert's studio, Ex Machina."
What was the collaborative approach to creating the piece?,"The collaborative approach involved presenting the dance first, followed by adding technology to it, ensuring the dance was not overshadowed."
What elements would the multi-media team put together for the workshops?,The multi-media team would put together projections and props for the workshops.
What was the speaker's role in the collaborative development process?,"The speaker was given homework by Robert and would create impressionist sections, which were then evaluated for inclusion in the piece."
What are the three main components of the described work?,"The three components are vignettes of the subject's life, technologies pioneered and abstract dance interpretations, and direct quotes from the subject's films brought back to life."
What is an example of a technology that was pioneered and then re-interpreted for dance?,Stop motion and body painting or body projection are examples of technologies that were pioneered and then re-interpreted for dance.
"What film is mentioned in the text that used to take months to create effects for, but can now be duplicated live with technology?","The film mentioned is Pas de deux, where effects that once took months can now be duplicated live thanks to technology."
Is the dance performance a story ballet in the traditional sense?,"No, the dance performance is not a story ballet per se, but it does have a story from beginning to end."
How did technology impact the restaging of effects from films like Pas de deux?,"Technology enables the effects from films like Pas de deux, which previously took months to create, to be duplicated live in the restaged performance."
Who choreographed the Broadway revival of 'Carousel'?,"Justin Peck, a New York City Ballet soloist and resident choreographer, choreographed the Broadway revival of 'Carousel'."
Which NYCB principal is cast as Jigger Craigin in 'Carousel'?,"Amar Ramasar, a NYCB principal, is cast as ne'er-do-well sailor Jigger Craigin."
Which ballet dancer plays Louise in 'Carousel' and performs the 'dream ballet'?,"Brittany Pollack, a NYCB soloist, plays Louise and dances Act II's famous 'dream ballet'."
Which American Ballet Theatre soloist is serving as the dance captain in 'Carousel'?,"Craig Salstein, an American Ballet Theatre soloist, took a leave of absence to serve as the show's dance captain."
"Besides Justin Peck, who shares top billing in 'Carousel'?","Jack O'Brien, the musical's director, shares top billing with Justin Peck."
"Name one show that Leigh-Ann Esty, David Prottas and Laura Feig have in common.","Leigh-Ann Esty, David Prottas and Laura Feig are all alumni of 'An American in Paris'."
What is Justin Peck's age?,Justin Peck is 30 years old.
What is one of Justin Peck's goals regarding ballet?,"Justin Peck wants to make ballet more accessible to modern audiences, ensuring it doesn't feel like an elitist art form."
What question is Peck answering in the profile?,Peck is answering whether he's interested in becoming NYCB's next director in the post Peter Martins era.
"According to the text, what is Justin Peck's occupation?","According to the text, Justin Peck is a choreographer."
Where can the behind-the-scenes 'Carousel' footage be found?,The behind-the-scenes 'Carousel' footage can be found in the profile.
What is the name of the ballet The Joffrey Ballet will present?,The Joffrey Ballet will present Alexander Ekman's Midsummer Night's Dream.
What is Alexander Ekman best known for?,Alexander Ekman is best known for his absurdist and cutting-edge productions.
What does the title of Ekman's version refer to?,"The title of Ekman's version refers to Midsummer, the traditional Scandinavian summer solstice festival, not Shakespeare."
What is the theme of Ekman's Midsummer Night's Dream?,"The piece follows a young man through a day of revelry followed by a nightmare, blurring the line with reality."
Who composed the score for Ekman's Midsummer Night's Dream?,The score for Ekman's Midsummer Night's Dream was composed by Swedish composer Mikael Karlsson.
Who is Anna von Hausswolff in Ekman's Midsummer Night's Dream?,Anna von Hausswolff is a singer who performs onstage and acts as a narrator in the production.
Who is the choreographer of 'Midsummer Night's Dream'?,The choreographer of 'Midsummer Night's Dream' is Alexander Ekman.
How many times has The Joffrey performed Ekman's works prior to 'Midsummer Night's Dream'?,The Joffrey has performed Ekman's works three times before 'Midsummer Night's Dream'.
"According to Wheater, what does Ekman ask of the dancers in his works?","Wheater states that Ekman asks dancers to fully engage with themselves, not only as dancers but also as actors and people."
What is one of the reasons why Joffrey Ballet has performed Ekman's work repeatedly?,Joffrey Ballet has performed Ekman's work repeatedly because they are trusted to bring his work to its full realization.
When will Ekman's 'Midsummer' be performed in Chicago?,Ekman's 'Midsummer' will run from April 25–May 6 at the Auditorium Theatre in Chicago.
What is the name of the software development conference that DesignWizard sponsors?,DesignWizard sponsors a software development conference called rebelCon.
Is rebelCon a for-profit or non-profit conference?,rebelCon is a not for profit software development conference.
On what date will rebelCon 2017 take place?,"rebelCon 2017 will take place on Friday, June 16th."
Where will the rebelCon event be held?,The one-day event will be held at the Republic of Work.
What type of event is rebelCon?,rebelCon is a software development conference.
What crime were the four men from Atlanta allegedly committing?,The men were allegedly hiring local transients to cash fraudulent checks using stolen personal information.
How many transients were arrested in connection with the fraudulent check cashing scheme?,Three transients were arrested for their participation in the scheme.
What information was stolen to create the fraudulent checks?,Stolen routing numbers and checking account numbers were used along with the transient's personal information.
Why did the men from Atlanta purchase better clothing for the transients?,The Atlanta men purchased better clothing for the transients to improve their appearance when they entered banks to cash the fraudulent checks.
What was Scott Allen McNeight's involvement in the scheme?,"Scott Allen McNeight was picked up and asked for his photo ID, which was then used to create a fraudulent check with his information."
How did the suspects obtain the transients' IDs?,The men took a photo of the transient's ID.
How much money was McNeight able to cash in the fraudulent check?,"McNeight was able to cash a $1,600 check at a bank on Panama City Beach."
Why did Demarko Johnson and Johnathan Johnson find McNeight at a gas station?,Demarko Johnson and Johnathan Johnson found McNeight because he took more than his agreed-upon share of the money from the fraudulent check cashing scam.
What did Johnathan Johnson and Demarko Johnson do to McNeight?,"Johnathan Johnson put McNeight in a choke hold, and they threatened McNeight with a tire iron, and took the money, his wallet, and his cell phone."
What did Riles do after he successfully cashed his fraudulent check?,"After Riles successfully cashed his fraudulent check, he called the Panama City Police Department to file a complaint about what he had done."
How were the four men from Atlanta identified?,"The four men from Atlanta were identified using tag information Riles provided, which led investigators to discover the vehicles were rentals."
What happened to Riles after he cashed the check?,"After cashing the check, Riles was paid $80 and was taken by Clarence Suggs and Reginald Hughes to Millville and left."
What is a BOLO in the context of law enforcement?,A BOLO (Be On the Lookout) is a notification put out to local law enforcement regarding vehicles or suspects of interest.
What charges were Suggs and Hughes arrested for?,"Suggs and Hughes were arrested and charged with Counterfeiting of an Instrument with Intent to Defraud (two counts), Principal/Accessory to Uttering a False Bank Bill (two counts), and Larceny $300 or more but less than $5000 (two counts)."
Where was the first vehicle located?,The first vehicle was located at a business on East Avenue.
Where was the second vehicle located?,The second vehicle was spotted in a grocery store parking lot in Lynn Haven.
What crime was Johnathan Johnson additionally charged with?,"In addition to other charges, Johnathan Johnson was also charged with Violation of Probation for Financial Identity Fraud."
What is the relationship between Germarco Johnson and Johnathan Johnson?,Germarco Johnson and Johnathan Johnson are cousins.
What crimes was Germarco Johnson charged with?,"Germarco Johnson was charged with Robbery with a Firearm, Counterfeiting of an Instrument with Intent to Defraud (two counts), Principal/Accessory to Uttering a False Bank Bill (two counts), and Larceny $300 or more but less than $5000 (two counts)."
What identifying information was given about Charles Edward Sinard?,"Charles Edward Sinard was identified as a white male, age 39, and a transient."
What charges was Charles Edward Sinard arrested with?,"Charles Edward Sinard was arrested and charged with Uttering a False Bank Bill, Larceny $300 or more but less than $5000, and Criminal Mischief, $1000 or more."
"Besides Johnson and Sinard, who else was arrested in this case?","The other two transients involved in this case, Riles and McNeight, were also arrested."
What charges were Riles and McNeight arrested for?,Riles and McNeight were charged with Uttering a False Bank Bill and Larceny $300 or more but less than $5000.
What items were seized during the search warrant?,"During the search warrant, two printers, blank checks, cash, and a computer with check-making software were located and seized."
What crime was Shanard Cameron arrested for?,Shanard Cameron was arrested and charged with Sexual Battery on a Child Under the Age of Twelve.
How old was Shanard Cameron at the time of the alleged crime?,Shanard Cameron was 25 years old at the time of the alleged crime.
Where was the victim interviewed?,The victim was interviewed at Gulf Coast Children’s Advocacy Center.
Who did the victim confide in about the alleged abuse?,The victim confided in a family member about the alleged abuse.
What did Shanard Cameron allegedly do with the victim before the sexual battery?,Shanard Cameron allegedly took the victim without parental consent to a festival.
What is one of the most challenging tasks for an admin?,One of the most challenging tasks for an admin is the management of projects and tickets.
For what three things can Trac be used?,"Trac can be used as a wiki, a project management system, and for tracking bugs in software development."
On which operating system will the Trac installation be demonstrated?,The Trac installation will be demonstrated on a Ubuntu Server 16.04.
Why is project management especially overwhelming for larger IT departments?,Project management can be overwhelming for larger IT departments because they have a larger staff working on numerous projects at once.
What are the benefits of using open source tools for project management?,"Open source tools are readily available, free, and generally easy to set up."
What is required before installing Trac on Ubuntu?,"Before installing Trac, you need to log into your Ubuntu server and take care of the dependencies."
What command installs Apache on Ubuntu Server?,The command `sudo apt-get install apache2 -y` installs Apache on Ubuntu Server.
What command is used to install Trac and its Apache module?,The command `sudo apt-get install trac libapache2-mod-wsgi -y` installs Trac and its Apache module.
What command enables the auth_digest module?,The command `sudo a2enmod auth_digest` enables the auth_digest module.
What commands create the document root for Trac?,"The commands `sudo mkdir /var/lib/trac`, `sudo mkdir -p /var/www/html/trac`, and `sudo chown www-data:www-data /var/www/html/trac` create the document root for Trac."
What is the command to create a Trac project directory named 'test'?,The command `sudo trac-admin /var/lib/trac/test initenv test sqlite:db/trac.db` creates a Trac project directory named 'test'.
What is the purpose of the 'deploy' command for the Trac project?,"The `deploy` command copies the static files (stylesheets, images, javascripts) to your web servers directory to enable the web interface."
What command is used to create an Apache .conf file for Trac?,The command `sudo nano /etc/apache2/sites-available/trac.conf` is used to create an Apache .conf file for Trac.
What is the purpose of the WSGIScriptAlias directive in the Apache configuration file?,"The WSGIScriptAlias directive maps a URL path (/trac/test in this case) to the location of the trac.wsgi script, which handles Trac's web requests."
