question,answer,question_type,source_chunk_id,doc_id,dataset_type,chunk_idx,provider
FOXP2の変異はいつ頃生じたと解析されていますか？,現生人類とネアンデルタール人が分化する以前の30-40万年前にはすでに生じていたと解析されています。,fact,wikipedia_ja_1_言語_chunk_8,wikipedia_ja_1_言語,wikipedia_ja,8,gemini
なぜFOXP2の変異が言語能力獲得の必要条件であると断言できないのですか？,FOXP2は言語能力を持たない他の動物も持っていること、変異が言語能力獲得の必要条件である直接的な証明がまだないためです。,reason,wikipedia_ja_1_言語_chunk_8,wikipedia_ja_1_言語,wikipedia_ja,8,gemini
進化が止まった生物の例えとして、どのようなものが挙げられていますか？,進化が止まった生物の例えとして、「生きている化石」と呼ばれるものが挙げられています。,fact,wikipedia_ja_1_言語_chunk_8,wikipedia_ja_1_言語,wikipedia_ja,8,gemini
言語が大きく変化する要因として、テキストで述べられているものは何ですか？,侵略、交易、移動など、他民族との接触が多いほど、言語は大きく変化します。,fact,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
言語連合とはどのような現象ですか？,地理的・文化的に近い異なる系統の言語が、相互に影響しあい類似する現象を言語連合と呼びます。,definition,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
アイスランド語は他の言語と比較して、どのような特徴がありますか？,アイスランド語は基本文法が1000年前とほとんど変わっておらず、言語変化が少ないという特徴があります。,comparison,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
言語の変化速度が異なるのはなぜですか？,言語の変化速度は、他民族との接触の頻度によって異なります。接触が多ければ変化しやすく、少なければ変化しにくいです。,reason,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
言語史を作る際、単語、綴り、発音、文法などはどのように分割されるか？,古代、中世、近代の3つに分割される。,fact,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
言語接触によって、具体的にどのような変化が発生するか？,相手の言語から語彙を借用した借用語が発生するほか、混成言語が発生することがある。,fact,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
ピジン言語とクレオール言語を比較したとき、クレオール言語の重要な特徴は何か？,クレオール言語はピジン言語と比べて語彙が多く、体系だった文法が存在する。,comparison,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
言語接触によってピジン言語が発生した後、クレオール言語が生まれるのはどのような状況か？,ピジン言語の語彙が増え、言語として成長してくると、クレオール言語という新しい言語となる。,reason,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
クレオール言語のピジン言語との違いは何ですか？,クレオール言語には母語話者が存在し、幼いころからその言語を話して育った人々がいます。,comparison,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
中世ヨーロッパにおいて、文章語としてラテン語が用いられたのはなぜですか？,ラテン語は知識人の間の共通語として用いられ、ヨーロッパにおいて重要な役割を果たしたためです。,reason,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
標準語の制定は、国民国家の成立にどのように貢献しましたか？,言語の整備と国内共通語の成立は、国民国家を成立させる上での重要な要素となりました。,reason,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
印刷術の発展と宗教改革は、ヨーロッパの言語状況にどのような影響を与えましたか？,各国で使用される日常言語が文語として用いられるようになり、標準的な表記法が定まっていきました。,fact,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
標準語の制定は、言語にどのような影響を与えるか？,標準語の制定は、他の方言を方言扱いとし、言語内での序列を生む可能性がある。,reason,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
最も新しい言語で、誕生の瞬間が捉えられた言語は何か？,最も新しい言語で誕生の瞬間が捉えられた言語は、1970年代後半にニカラグアの子供達の間で発生した「ニカラグア手話」である。,fact,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
ニカラグア手話の発生は、言語に関するどのような考えを裏付けたか？,ニカラグア手話の発生は、言語能力は人間に生得のものであるという考えを裏付けるものとなった。,reason,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
世界の言語数を正確に数えることが困難な理由は何ですか？,未発見の言語や消滅しつつある言語が存在すること、そして原理的な困難があるため、正確な数を把握するのは難しい。,reason,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
セルビア・クロアチア語は、もともと何という扱いでしたか？,学術的には方言連続体として、政治的には同一言語として扱われていました。,fact,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
ユーゴスラビア崩壊後、各地域の方言が独立言語として扱われるようになったのはなぜですか？,ユーゴスラビア崩壊後、独立した各国が国家のアイデンティティを確立するために、各地方の方言をそれぞれ独立言語として扱うようになりました。,reason,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
セルビア語、クロアチア語、ボスニア語、モンテネグロ語の間で、独立言語として扱われるようになった経緯を比較してください。,セルビア語、クロアチア語、ボスニア語はユーゴスラビア紛争後、モンテネグロ語はセルビア・モンテネグロからの独立後に独立言語として扱われるようになりました。,comparison,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
言語の区別が難しい場合、言語学者はどのように判断しますか？,言語学者は、言語の類似性や連続性を考慮し、方言連続体として捉えることがあります。,application,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
複数中心地言語とはどのような言語のことですか？,明確な標準語を持たず、複数の言語中心を持つ言語のことです。英語もこれに含まれます。,fact,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
中国語の方言が、別言語として扱われない理由は何ですか？,書き言葉が共通であり、中国語群に属していて対応関係が明確であるため、方言として扱われます。,reason,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
言語の同一性を判定する基準として提唱されている相互理解性とは、どのような考え方ですか？,話者が相手の言うことを理解できる場合は同一言語、理解できない場合は別言語とする考え方です。,fact,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
相互理解性を言語の範囲を確定する基準として用いることの難しさの例を挙げてください。,Aの言うことをBが聞き取れても、Bの言うことをAが聞き取れないような言語差がある場合や、同系列の言語が徐々に変化している場合に分割の基準が決められないなどの困難さがあります。,reason,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
言語と方言の区別において、単一の基準を押し通す言語学者が現実にいないのはなぜですか？,ある集団を「言語話者」とするか「方言話者」とするかには、政治的・文化的アイデンティティの問題が深く関係しており、地域ごとに異なる基準を受け入れる必要があるからです。,reason,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語と方言を区別する際、言語学が拠り所とする慣習とは具体的にどのようなものですか？,言語学は、ある地域で多くの賛成を得られる分類基準が別の地域で強い反発を受ける場合、その反発は誤りだと言うための論拠を持たないため、地域ごとに異なる基準を用いて分類します。,fact,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語と方言の区別について、現在なされる説明は主に何ですか？,言語と方言の区別には言語学的意味がないとする説と、どの方言も言語だが標準語との関係で方言とする説の二つがあります。,fact,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語と方言の区別の二つ目の説明において、標準語の選定が政治によることは、どのような結論に繋がりますか？,標準語の選定が政治によるということは、「言語と方言の区別に言語学的意味はない」という結論に繋がります。,reason,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語が独立しているか、方言同士かを判断する基準は何に秤をかけているか？,言語そのものではなく、人々がその言語をどう思っているかに秤をかけて判断する。,fact,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
ユーグ族の言語は、同じ民族でありながら方言同士とはみなされないのはなぜか？,西部ユーグ族はテュルク語系、東部ユーグ族はモンゴル語系と、系統関係が明確に異なるため、別々の言語として扱われる。,reason,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
臨高語は民族籍上漢民族の言語でありながら、漢語の方言として扱われないのはなぜか？,臨高語は系統的にタイ・カダイ語族に属しており、漢語との系統が異なるため、漢語の方言としては扱われない。,reason,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
ある言語同士が独立の言語同士か、同じ言語の方言同士かの判定で、文字の使用はどのように用いられるか？,使用する文字は、同言語かどうかの判断基準としては、あまり重要視されない。,fact,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
言語が使用する文字を変更したり、二種以上の文字を併用したりすることが珍しくないのはなぜですか？,言語は基本的にどの文字でも表記可能であり、文法などに文字はさほど影響を与えないため、文字の変更や併用は珍しくありません。,reason,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
ヒンディー語とウルドゥー語はどのように関連していますか？,デーヴァナーガリー文字を用いるヒンディー語とウルドゥー文字を用いるウルドゥー語は、ヒンドゥスターニー語として同一言語または方言連続体として扱われることがあります。,fact,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
エスノローグ第21版における中国語の方言数はいくつですか？,エスノローグ第21版（2021年時点の推計）によると、中国語は13方言の合計として扱われています。,fact,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
母語話者数が多いにもかかわらず、中国語が世界で広く使用されている言語とは言えないのはなぜですか？,中国語を公用語としている国家は中華人民共和国、中華民国、シンガポールの3か国にすぎないため、世界において広く使用されている言語とは言えません。,reason,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
上記の資料で話者数2位の言語は何ですか？,スペイン語です。,fact,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
なぜスペイン語は南アメリカおよび北アメリカ南部に広まったのですか？,17世紀のスペインによる新大陸の植民地化が理由です。,reason,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
英語とスペイン語を比較して、公用語として使用されている国が多いのはどちらですか？,英語は55か国で使用されており、スペイン語の21か国よりも多いです。,comparison,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
英語が世界で広く重要視されている理由は何ですか？,アメリカ合衆国やイギリスの公用語であることや、研究やビジネスにおける共通語としての利用が多いためです。,reason,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
17世紀から19世紀にかけて西洋で最も有力な国際語は何でしたか？,フランス語が、17世紀から19世紀にかけて西洋で最も有力な国際語でした。,fact,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
フランス語を公用語とする国が多いのはなぜですか？,フランス語を公用語とする国が多いのは、アフリカの旧フランス植民地を中心に多くの国が存在するためです。,reason,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
アラビア語の文語と口語の違いは何ですか？,アラビア語は文語であるフスハーと口語であるアーンミーヤに分かれており、アーンミーヤはさらに多数の方言にわかれています。,comparison,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
国連の公用語にアラビア語が含まれているのはなぜですか？,アラビア語は広大な共通言語圏を持つ言語であり、国連の公用語は安全保障理事会の常任理事国の言語に、広大な共通言語圏を持つ言語を加えたものだからです。,reason,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
言語間の対立が激化すると、どのような問題に発展することがありますか？,言語間の対立が激化すると、独立問題に発展し、国家に大きな影響を及ぼすことがあります。,fact,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
東パキスタンがバングラデシュとして独立した理由は何ですか？,西パキスタンの言語であるウルドゥー語の公用語化に反発し、ベンガル語を同格の国語とすることを求めたことが独立運動のきっかけとなりました。,reason,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
言語圏に強い自治権を与える政策の典型例はどこですか？,ベルギーが言語圏に強い自治権を与える政策の典型例であり、フラマン語共同体、フランス語共同体、ドイツ語共同体の3つの言語共同体が併存しています。,fact,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
少数派言語話者の不満をなだめるために用いられる政策の例を挙げてください。,少数派言語話者の不満をなだめる政策として、言語圏別に大きな自治権を与えたり、国家の公用語を複数制定したりすることがあります。,application,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
スイスで複数公用語が制定されたのはなぜですか？,1848年の憲法によって、それまでドイツ語のみであった公用語にフランス語とイタリア語が追加され、さらに1938年にはロマンシュ語が国語とされました。,reason,wikipedia_ja_1_言語_chunk_21,wikipedia_ja_1_言語,wikipedia_ja,21,gemini
