question,answer,question_type,source_chunk_id,doc_id,dataset_type,chunk_idx,provider
言語の狭義の定義は何ですか？,言語は、狭義には「声による記号の体系」を指します。,fact,wikipedia_ja_1_言語_chunk_0,wikipedia_ja_1_言語,wikipedia_ja,0,gemini
広辞苑における言語の定義を説明してください。,広辞苑では、言語を「人間が音声や文字を用いて思想・感情・意志等々を伝達するために用いる記号体系」と解説しています。,fact,wikipedia_ja_1_言語_chunk_0,wikipedia_ja_1_言語,wikipedia_ja,0,gemini
大辞泉における言語の定義を説明してください。,大辞泉では、言語を「音声や文字によって、人の意志・思想・感情などの情報を表現したり伝達する、あるいは他者のそれを受け入れ、理解するための約束・規則」と解説しています。,fact,wikipedia_ja_1_言語_chunk_0,wikipedia_ja_1_言語,wikipedia_ja,0,gemini
ソシュールの言う「langue」とは、日本語で何と呼ばれていますか？,ソシュールの言う「langue」は、日本語では「言語」と訳されます。,fact,wikipedia_ja_1_言語_chunk_0,wikipedia_ja_1_言語,wikipedia_ja,0,gemini
『日本大百科全書』における「言語」の定義はどのようなものですか？,大脳に蓄えられた語彙と文法規則の体系、その体系を用いる能力、すべての人間が共有する言語能力、個々の個別言語など、多義的に解説されています。,fact,wikipedia_ja_1_言語_chunk_1,wikipedia_ja_1_言語,wikipedia_ja,1,gemini
広義の言語にはどのようなものが含まれますか？,verbal（言葉に表す）なものとnon-verbal（言葉として表されない）もの（各種記号、アイコン、図形、ボディーランゲージ等）の両方が含まれます。,fact,wikipedia_ja_1_言語_chunk_1,wikipedia_ja_1_言語,wikipedia_ja,1,gemini
言語が人間の社会的活動や文化的活動を支えている理由は何ですか？,言語は意志を相互に伝達することや、抽象的な思考を可能にするため、結果として人間の社会的活動や文化的活動を支えています。,reason,wikipedia_ja_1_言語_chunk_1,wikipedia_ja_1_言語,wikipedia_ja,1,gemini
日常のコミュニケーションにおいて、狭義の言語表現以外に用いられるものは何ですか？,身振り、手振り、図示、擬音などが狭義の言語表現に加えて用いられることがあります。,fact,wikipedia_ja_1_言語_chunk_1,wikipedia_ja_1_言語,wikipedia_ja,1,gemini
ソシュール以降、「共同体の用いる言語体系」は何と呼ばれるようになったか？,「langue (ラング)」と呼ばれるようになった。,fact,wikipedia_ja_1_言語_chunk_2,wikipedia_ja_1_言語,wikipedia_ja,2,gemini
言語習得によって、共同体においてどのような学習が行われるか？,言語習得によって、共同体での社会的学習と人格の形成が行われる。,reason,wikipedia_ja_1_言語_chunk_2,wikipedia_ja_1_言語,wikipedia_ja,2,gemini
「langue」と「parole」の違いは何か？,「langue」は共同体の用いる言語体系を指し、「parole」は個々の人が行う言語活動を指す。,comparison,wikipedia_ja_1_言語_chunk_2,wikipedia_ja_1_言語,wikipedia_ja,2,gemini
抽象記号にはどのような種類があるか？,抽象記号には文字表現と非文字表現（積分記号やト音記号など）がある。,fact,wikipedia_ja_1_言語_chunk_2,wikipedia_ja_1_言語,wikipedia_ja,2,gemini
言語表現と区別される文字記号の例として、何が挙げられますか？,化学式H2Oなどが挙げられます。,fact,wikipedia_ja_1_言語_chunk_3,wikipedia_ja_1_言語,wikipedia_ja,3,gemini
口語、口頭言語、書記言語、文語といった言語の分類は、明確に区別できるものですか？,重なる部分もあり、はっきり分類できるものではありません。,fact,wikipedia_ja_1_言語_chunk_3,wikipedia_ja_1_言語,wikipedia_ja,3,gemini
日本語対応手話と日本手話の違いは何ですか？,日本語対応手話は日本語の視覚言語バージョンですが、日本手話は日本語とは異なる言語です。,comparison,wikipedia_ja_1_言語_chunk_3,wikipedia_ja_1_言語,wikipedia_ja,3,gemini
言語的表現は読み上げや点字化によって、それぞれどのような表現に変換されますか？,言語的表現は読み上げによって音声表現に、点字化によって触覚表現に変換されます。,fact,wikipedia_ja_1_言語_chunk_3,wikipedia_ja_1_言語,wikipedia_ja,3,gemini
人工言語の例として、テキスト中で挙げられているものは何ですか？,エスペラントが人工言語の例として挙げられています。,fact,wikipedia_ja_1_言語_chunk_4,wikipedia_ja_1_言語,wikipedia_ja,4,gemini
ジャック・デリダは何を批判しましたか？,ジャック・デリダは、「声」を基礎とし文字をその代替とする発想が言語学に存在することに対する批判をしました。,fact,wikipedia_ja_1_言語_chunk_4,wikipedia_ja_1_言語,wikipedia_ja,4,gemini
ヘブライ語はどのようにして復活したのですか？,ヘブライ語は文章語として存続していたものを、パレスチナに移住したユダヤ人たちが日常語として人工的に復活させました。,reason,wikipedia_ja_1_言語_chunk_4,wikipedia_ja_1_言語,wikipedia_ja,4,gemini
自然言語と人工言語の違いは何ですか？,自然言語は自然発生的に生まれた言語であり、人工言語はエスペラントのように意図的に作られた言語です。,comparison,wikipedia_ja_1_言語_chunk_4,wikipedia_ja_1_言語,wikipedia_ja,4,gemini
文章語として存続している言語の例を3つ挙げてください。,古典アラビア語、ラテン語、古典ギリシア語が文章語として存続している言語の例です。,fact,wikipedia_ja_1_言語_chunk_5,wikipedia_ja_1_言語,wikipedia_ja,5,gemini
危機言語とはどのような言語のことですか？,危機言語とは、話者数が非常に少なく、他言語に飲み込まれて消滅する危機に瀕している言語のことです。,definition,wikipedia_ja_1_言語_chunk_5,wikipedia_ja_1_言語,wikipedia_ja,5,gemini
危機言語が増加する理由は何ですか？,世界の一体化が進み、交通網やマスメディアの発達によって、孤立していた小さな言語コミュニティが維持できなくなるためと考えられています。,reason,wikipedia_ja_1_言語_chunk_5,wikipedia_ja_1_言語,wikipedia_ja,5,gemini
英語帝国主義とはどのような現象を指しますか？,英語帝国主義とは、英語の国際語としての勢力伸張によって、他の主要言語の勢力が縮小する現象を指します。,definition,wikipedia_ja_1_言語_chunk_5,wikipedia_ja_1_言語,wikipedia_ja,5,gemini
言語消滅は主にどのような状況で起こりやすいですか？,隣接するより大きな言語集団との交流が不可欠となり、小言語集団が取り込まれることで言語消滅が起こりやすいです。,reason,wikipedia_ja_1_言語_chunk_6,wikipedia_ja_1_言語,wikipedia_ja,6,gemini
経済成長と言語消滅にはどのような関係があると考えられていますか？,研究によると、経済成長と言語消滅の間には有意な相関があると考えられています。,fact,wikipedia_ja_1_言語_chunk_6,wikipedia_ja_1_言語,wikipedia_ja,6,gemini
2010年に言語が消滅した地域はどこですか？,2010年には、インド領のアンダマン諸島において言語が一つ消滅しました。,fact,wikipedia_ja_1_言語_chunk_6,wikipedia_ja_1_言語,wikipedia_ja,6,gemini
プープー説とはどのような説ですか？,プープー説とは、思わず出た声から感情に関する語ができたとする言語起源に関する仮説の一つです。,definition,wikipedia_ja_1_言語_chunk_6,wikipedia_ja_1_言語,wikipedia_ja,6,gemini
"""Bow Bow"" theoryでは、どのような種類の語が生まれたとされていますか？","""Bow Bow"" theory（ワンワン説）では、動物に関する語が、動物の鳴き声から出来たとされています。",fact,wikipedia_ja_1_言語_chunk_7,wikipedia_ja_1_言語,wikipedia_ja,7,gemini
"""Ding-dong"" theory（ドンドン説）は、どのような現象に関連する語の起源を説明するものですか？","""Ding-dong"" theory（ドンドン説）は、音響から自然物に関する語が出来たことを説明するものです。",reason,wikipedia_ja_1_言語_chunk_7,wikipedia_ja_1_言語,wikipedia_ja,7,gemini
"""Yo-he-ho"" theory（エイヤコーラ説）は、他の二つの説と比べて、どのような特徴がありますか？","""Yo-he-ho"" theory（エイヤコーラ説）は、かけ声から行動に関する語が出来たとする点で、動物の鳴き声や自然の音響から語源を説明する他の二つの説とは異なります。",comparison,wikipedia_ja_1_言語_chunk_7,wikipedia_ja_1_言語,wikipedia_ja,7,gemini
"集団行動における「エイヤコーラ」のような、意味のないはやし歌は、""Yo-he-ho"" theory（エイヤコーラ説）をどのように裏付けていますか？","集団行動における意味のないはやし歌が世界各地に残っていることは、""Yo-he-ho"" theory（エイヤコーラ説）が提唱する、かけ声から行動に関する語が生まれたという考えを支持する根拠となります。",reason,wikipedia_ja_1_言語_chunk_7,wikipedia_ja_1_言語,wikipedia_ja,7,gemini
言語能力の獲得につながった可能性がある遺伝子は何ですか？,FOXP2という遺伝子のある種の変異が、言語能力の獲得につながった可能性があります。,fact,wikipedia_ja_1_言語_chunk_8,wikipedia_ja_1_言語,wikipedia_ja,8,gemini
FOXP2の変異はいつ頃生じたと考えられていますか？,現生人類とネアンデルタール人が分化する以前の30-40万年前にはすでに生じていたと考えられています。,fact,wikipedia_ja_1_言語_chunk_8,wikipedia_ja_1_言語,wikipedia_ja,8,gemini
FOXP2の変異が言語能力の獲得の必要条件であると証明されていないのはなぜですか？,FOXP2は言語能力を有しない他の動物の多くが持っているからです。,reason,wikipedia_ja_1_言語_chunk_8,wikipedia_ja_1_言語,wikipedia_ja,8,gemini
進化が止まった生物の例として何がありますか？,進化が止まった生物の例として、「生きている化石」と呼ばれるものが存在します。,fact,wikipedia_ja_1_言語_chunk_8,wikipedia_ja_1_言語,wikipedia_ja,8,gemini
言語が大きく変化する要因は何ですか？,言語は、侵略、交易、移動など、他民族との接触が多い場合に大きく変化します。,reason,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
語族とは何ですか？,語族とは、もともといくつかの祖語から分化したと考えられており、同一の祖語から発生した言語のグループです。,definition,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
言語連合とはどのような現象ですか？,言語連合とは、地理的・文化的に近接する異なった系統の言語が、相互に影響しあい顕著に類似する事例を指します。,definition,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
接触が少ないとほとんど変化しなくなる言語の例を３つ挙げてください。,ドイツ語、アイスランド語、ギリシア語などが、接触が少ないためにほとんど変化しない言語の例です。,fact,wikipedia_ja_1_言語_chunk_9,wikipedia_ja_1_言語,wikipedia_ja,9,gemini
言語史を作成する際、どのように時代区分しますか？,言語史は、単語・綴り・発音・文法等から古代・中世・近代と3分割されます。,fact,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
言語接触によって何が起こりますか？,言語接触により、両言語間で語彙の借用が発生したり、商業や生活上の必要から混成言語が発生することがあります。,fact,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
ピジン言語とクレオール言語の違いは何ですか？,ピジン言語は非常に簡略化された形ですが、クレオール言語は語彙が多く、体系だった文法が存在します。,comparison,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
クレオール言語は、どのような言語と見なすことができますか？,クレオール言語は語彙も多く体系だった文法が存在するため、一個の独立した言語と見なすことができます。,application,wikipedia_ja_1_言語_chunk_10,wikipedia_ja_1_言語,wikipedia_ja,10,gemini
クレオール言語とピジン言語の主な違いは何ですか？,クレオール言語は母語話者が存在するのに対し、ピジン言語は母語話者が存在しない点が異なります。,comparison,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
中世ヨーロッパにおいて、ラテン語はどのような役割を果たしていましたか？,ラテン語は知識人の間の共通語として用いられ、ルネサンスなどで大きな役割を果たしました。,fact,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
標準語の制定は、国民国家の成立にどのように貢献しましたか？,言語の整備と国内共通語の成立は、国民国家を成立させる上での重要な要素となりました。,reason,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
印刷術の発展や宗教改革は、ヨーロッパの言語にどのような影響を与えましたか？,印刷術の発展や宗教改革により、各国において日常言語が文語として用いられるようになり、標準語の制定が進みました。,reason,wikipedia_ja_1_言語_chunk_11,wikipedia_ja_1_言語,wikipedia_ja,11,gemini
標準語の制定は、言語にどのような影響を与えるか？,標準語の制定は、他の方言を序列化することにつながる。,reason,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
最も新しく、誕生の瞬間が捉えられた言語は何か？,ニカラグアの子供達の間で1970年代後半に発生した「ニカラグア手話」である。,fact,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
「ニカラグア手話」の発生は、言語学においてどのような考えを裏付けるものとなったか？,言語能力は人間に生得のものであるという考えを裏付けるものとなった。,reason,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
ルイス・ハーバート・グレイは、著書の中で何言語と唱えたか？,ルイス・ハーバート・グレイは「2796言語」と唱えた。,fact,wikipedia_ja_1_言語_chunk_12,wikipedia_ja_1_言語,wikipedia_ja,12,gemini
セルビア・クロアチア語は、学術的にはどのように扱われるか？,学術的には、方言連続体として扱われる。,fact,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
ユーゴスラビア崩壊後、セルビア、クロアチア、ボスニアの言語はどのように扱われるようになったか？,各地方の方言がそれぞれ独立言語として扱われるようになり、セルビア語、クロアチア語、ボスニア語に分けられた。,fact,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
ユーゴスラビアにおいて、セルビア、クロアチア、ボスニア・ヘルツェゴビナ、モンテネグロの言語が同一言語として扱われていた理由は何か？,国家統一の観点から、これらの言語は同一言語として扱われていた。,reason,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
ある人間集団を「言語の話者」とするか「方言の話者」とするかの判断は、どのような問題と関連しているか？,似ているが同じではない「言語」が隣り合って存在しているとき、それが一つの言語なのか別の言語なのか区別することの難しさと関連している。,application,wikipedia_ja_1_言語_chunk_13,wikipedia_ja_1_言語,wikipedia_ja,13,gemini
複数中心地言語とはどのような言語ですか？,明確な標準語を持たず、複数の言語中心を持つ言語のことです。英語などが含まれます。,fact,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
中国語の方言は、言語として独立していないのはなぜですか？,北京語などを元にした共通の書き言葉が存在し、各方言間の対応関係が明確であるため、中国語内の方言として扱われます。,reason,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
言語を判定する基準として提唱されている相互理解性とは何ですか？,話者が相手の言うことを理解できる場合には同一言語、理解できない場合には別言語とする考え方です。,fact,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
相互理解性を言語の判定基準とする際の困難な点は何ですか？,AがBの言葉を理解できても、BがAの言葉を理解できない場合があることや、同系列の言語が徐々に変化している場合に分割の基準を定めるのが難しいことが挙げられます。,reason,wikipedia_ja_1_言語_chunk_14,wikipedia_ja_1_言語,wikipedia_ja,14,gemini
言語と方言の区別において、単一の基準を押し通す言語学者が現実にいないのはなぜですか？,ある集団を「言語話者」とするか「方言話者」とするかには、政治的・文化的アイデンティティの問題が深く関係しており、地域ごとに異なる基準が求められるためです。,reason,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語と方言の区別について、現在なされる説明はいくつありますか？,言語と方言の区別について、現在なされる説明は二つあります。,fact,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語と方言の区別において、二つ目の説明では、標準語に対する非標準語の関係にある同系言語は何とみなされますか？,標準語に対する非標準語の関係にある同系言語は、方言とみなされます。,fact,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語と方言の区別に関する二つの説明に共通する点は何ですか？,どちらの説明も「言語と方言の区別に言語学的意味はない」という点で共通しています。,comparison,wikipedia_ja_1_言語_chunk_15,wikipedia_ja_1_言語,wikipedia_ja,15,gemini
言語が独立か方言かを判断する際に、何を基準にしているか？,言語を秤にかけるのではなく、人々がその言語をどう思っているかを基準に判断している。,fact,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
系統関係が異なる言語同士が、共通の集団で話されていても方言とみなされないのはなぜか？,言語の系統が異なる場合、同じ集団で話されていても、言語としての独立性が尊重されるため、方言とはみなされない。,reason,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
西部ユーグ語と東部ユーグ語は、ユーグ族にとってどのような関係にあるか？,西部ユーグ族はテュルク語を、東部ユーグ族はモンゴル語を母語とするが、同じ民族という意識があり、それぞれの言語は別々の言語として扱われる。,fact,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
臨高語は、民族籍上は漢民族が使用しているにも関わらず、漢語の方言として扱われないのはなぜか？,臨高語はタイ・カダイ語族に属しており、系統が異なるため、漢語の方言とは見なされず、独立した言語として扱われる。,reason,wikipedia_ja_1_言語_chunk_16,wikipedia_ja_1_言語,wikipedia_ja,16,gemini
言語が使用する文字の変更や二種以上の文字の併用は珍しいことですか？,いいえ、言語が使用する文字を変更することや二種以上の文字を併用することは珍しいことではありません。,fact,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
ヒンディー語とウルドゥー語が同一言語または方言連続体として扱われることがあるのはなぜですか？,デーヴァナーガリー文字を用いるヒンディー語とウルドゥー文字を用いるウルドゥー語は、ヒンドゥスターニー語として同一言語または方言連続体として扱われることがあります。,reason,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
『エスノローグ第21版』における中国語、アラビア語、ラフンダー語は、それぞれ何方言の合計として推計されていますか？,『エスノローグ第21版』では、中国語は13方言、アラビア語は20方言、ラフンダー語は4方言の合計として推計されています。,fact,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
最も母語話者の多い言語である中国語は、世界において広く使用されている言語と言えますか？,いいえ、中国語を公用語としている国家は中華人民共和国、中華民国、シンガポールの3か国にすぎないため、世界において広く使用されている言語とは言えません。,evaluation,wikipedia_ja_1_言語_chunk_17,wikipedia_ja_1_言語,wikipedia_ja,17,gemini
スペイン語が南アメリカおよび北アメリカ南部に広まった理由は何ですか？,17世紀のスペインによる新大陸の植民地化が、スペイン語圏拡大の理由です。,reason,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
2021年度においてスペイン語を公用語とする国は何カ国ですか？,2021年度においてスペイン語を公用語とする国は21カ国です。,fact,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
英語が世界で広く重要視されている理由は何ですか？,英語はアメリカ合衆国やイギリスの公用語であり、研究やビジネスなどで使用される場面が増えているためです。,reason,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
英語の世界共通語としての影響力は今後どうなると考えられますか？,世界の一体化に伴い、英語の世界共通語としての影響力は増大していく傾向にあります。,application,wikipedia_ja_1_言語_chunk_18,wikipedia_ja_1_言語,wikipedia_ja,18,gemini
17世紀から19世紀にかけて西洋で最も有力な国際語は何でしたか？,フランス語が17世紀から19世紀にかけて西洋で最も有力な国際語でした。,fact,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
フランス語が公用語として使用されている国が多い理由は何ですか？,フランス語が公用語として使用されている国が多いのは、アフリカの旧フランス植民地が中心であるためです。,reason,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
アラビア語のフスハーとアーンミーヤの違いは何ですか？,フスハーは文語であり、アーンミーヤは口語です。アーンミーヤはさらに多数の方言に分かれています。,comparison,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
国連の公用語にアラビア語が含まれているのはなぜですか？,アラビア語は広大な共通言語圏を持つため、国連の公用語に選ばれました。,reason,wikipedia_ja_1_言語_chunk_19,wikipedia_ja_1_言語,wikipedia_ja,19,gemini
言語が国家に大きな影響を与える例として、東パキスタンで起きたことは何ですか？,西パキスタンの言語であるウルドゥー語の公用語化に反発してベンガル語を同格の国語とすることを求めたことから独立運動が起き、最終的にバングラデシュとして独立しました。,fact,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
言語間の対立が激化すると、どのような問題に発展することがありますか？,言語間の対立が激化すると、言語戦争と呼ばれるほどになり、独立問題に発展することがあります。,reason,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
言語圏に強い自治権を与える政策の典型例はどの国ですか？,言語圏に強い自治権を与える政策の典型例はベルギーで、3つの言語共同体が併存する連邦国家となっています。,fact,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
少数派言語話者の不満をなだめるために、どのような政策が用いられることがありますか？,言語圏別に大きな自治権を与えたり、国家の公用語を複数制定したりすることなどによって、少数派言語話者の不満をなだめる政策が用いられることがあります。,application,wikipedia_ja_1_言語_chunk_20,wikipedia_ja_1_言語,wikipedia_ja,20,gemini
スイスにおける公用語制定の歴史について述べよ。,1848年にドイツ語・フランス語・イタリア語の三公用語制となり、1938年にはロマンシュ語が国語とされました。,fact,wikipedia_ja_1_言語_chunk_21,wikipedia_ja_1_言語,wikipedia_ja,21,gemini
